Date,Project_ID,Project_Name,Planned_Spend,Actual_Spend,Cumulative_Planned_Spend,Cumulative_Actual_Spend,Financial_Variance
2025-11-01,JED-PROJ-032,Obhur Al Ajwad Mobility Improvement,3197301,3767176,22387105,23346895,959790
2025-12-01,JED-PROJ-032,Obhur Al Ajwad Mobility Improvement,3197301,2393477,25584406,25740372,155966
2026-01-01,JED-PROJ-032,Obhur Al Ajwad Mobility Improvement,3203300,3239292,28787706,28979664,191958
2026-02-01,JED-PROJ-032,Obhur Al Ajwad Mobility Improvement,3197301,2573437,31985007,31553101,-431906
2026-03-01,JED-PROJ-032,Obhur Al Ajwad Mobility Improvement,3197300,4259069,35182307,35812170,629863
2026-04-01,JED-PROJ-032,Obhur Al Ajwad Mobility Improvement,3197301,1943575,38379608,37755745,-623863
2026-05-01,JED-PROJ-032,Obhur Al Ajwad Mobility Improvement,3197301,3497235,41576909,41252980,-323929
2026-06-01,JED-PROJ-032,Obhur Al Ajwad Mobility Improvement,3197301,3425251,44774210,44678231,-95979
2026-07-01,JED-PROJ-032,Obhur Al Ajwad Mobility Improvement,3203300,3377262,47977510,48055493,77983
2026-08-01,JED-PROJ-032,Obhur Al Ajwad Mobility Improvement,3197301,2627425,51174811,50682918,-491893
2026-09-01,JED-PROJ-032,Obhur Al Ajwad Mobility Improvement,3197301,0,54372112,44619885,-9752227
2025-08-03,JED-PROJ-033,Al Balad Al Salamah Mixed-Use Infrastructure Development,0,137527,0,137527,137527
2025-09-01,JED-PROJ-033,Al Balad Al Salamah Mixed-Use Infrastructure Development,1347769,1289321,1347769,1426848,79079
2025-10-01,JED-PROJ-033,Al Balad Al Salamah Mixed-Use Infrastructure Development,1344331,2049159,2692100,3476007,783907
2025-11-01,JED-PROJ-033,Al Balad Al Salamah Mixed-Use Infrastructure Development,1347769,1158669,4039869,4634676,594807
2025-12-01,JED-PROJ-033,Al Balad Al Salamah Mixed-Use Infrastructure Development,1344332,2093856,5384201,6728532,1344331
2026-01-01,JED-PROJ-033,Al Balad Al Salamah Mixed-Use Infrastructure Development,1347769,1750037,6731970,8478569,1746599
2026-02-01,JED-PROJ-033,Al Balad Al Salamah Mixed-Use Infrastructure Development,1344331,1093343,8076301,9571912,1495611
2026-03-01,JED-PROJ-033,Al Balad Al Salamah Mixed-Use Infrastructure Development,1347769,2042283,9424070,11614195,2190125
2026-04-01,JED-PROJ-033,Al Balad Al Salamah Mixed-Use Infrastructure Development,1344331,1437162,10768401,13051357,2282956
2026-05-01,JED-PROJ-033,Al Balad Al Salamah Mixed-Use Infrastructure Development,1347769,1598757,12116170,14650114,2533944
2026-06-01,JED-PROJ-033,Al Balad Al Salamah Mixed-Use Infrastructure Development,1344331,2836504,13460501,17486618,4026117
2026-07-01,JED-PROJ-033,Al Balad Al Salamah Mixed-Use Infrastructure Development,1347770,859547,14808271,18346165,3537894
2026-08-01,JED-PROJ-033,Al Balad Al Salamah Mixed-Use Infrastructure Development,1344331,2293270,16152602,20639435,4486833
2026-09-01,JED-PROJ-033,Al Balad Al Salamah Mixed-Use Infrastructure Development,1347769,0,17500371,16644620,-855751
2026-04-07,JED-PROJ-034,King Abdulaziz Road Obhur Boulevard Development,0,3819259,0,3819259,3819259
2026-05-01,JED-PROJ-034,King Abdulaziz Road Obhur Boulevard Development,31494194,0,31494194,3819259,-27674935
2026-06-01,JED-PROJ-034,King Abdulaziz Road Obhur Boulevard Development,31494194,0,62988388,3819259,-59169129
2026-07-01,JED-PROJ-034,King Abdulaziz Road Obhur Boulevard Development,31494194,0,94482582,3819259,-90663323
2026-08-01,JED-PROJ-034,King Abdulaziz Road Obhur Boulevard Development,31494194,0,125976776,3819259,-122157517
2026-09-01,JED-PROJ-034,King Abdulaziz Road Obhur Boulevard Development,31494193,164991891,157470969,168811150,11340181
2023-08-03,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,0,8635466,0,8635466,8635466
2023-09-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,12646780,12479642,12646780,21115108,8468328
2023-10-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,12646780,17159507,25293560,38274615,12981055
2023-11-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,12646779,0,37940339,38274615,334276
2023-12-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,12646780,24235019,50587119,62509634,11922515
2024-01-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,12646780,18608037,63233899,81117671,17883772
2024-02-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,12646780,0,75880679,81117671,5236992
2024-03-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,12646779,11476813,88527458,92594484,4067026
2024-04-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,12646780,28023482,101174238,120617966,19443728
2024-05-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,12646780,11086824,113821018,131704790,17883772
2024-06-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,12646780,19833716,126467798,151538506,25070708
2024-07-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,12646779,389989,139114577,151928495,12813918
2024-08-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,12646780,27633493,151761357,179561988,27800631
2024-09-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,12646780,2562783,164408137,182124771,17716634
2024-10-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,12646780,13705321,177054917,195830092,18775175
2024-11-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,12646780,14485298,189701697,210315390,20613693
2024-12-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,12646779,27522067,202348476,237837457,35488981
2025-01-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,12646780,11476814,214995256,249314271,34319015
2025-02-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,12646780,11588238,227642036,260902509,33260473
2025-03-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,12591067,11198250,240233103,272100759,31867656
2025-04-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,12646780,24847858,252879883,296948617,44068734
2025-05-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,12646779,4791291,265526662,301739908,36213246
2025-06-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,12646780,22953627,278173442,324693535,46520093
2025-07-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,12646780,6908373,290820222,331601908,40781686
2025-08-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,12646780,13203907,303467002,344805815,41338813
2025-09-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,12646779,16212392,316113781,361018207,44904426
2025-10-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,12646780,11198250,328760561,372216457,43455896
2025-11-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,12646780,23455040,341407341,395671497,54264156
2025-12-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,12646780,9526870,354054121,405198367,51144246
2026-01-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,12646780,9081168,366700901,414279535,47578634
2026-02-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,12646779,27856343,379347680,442135878,62788198
2026-03-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,12646780,4122738,391994460,446258616,54264156
2026-04-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,12646780,17660922,404641240,463919538,59278298
2026-05-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,12646780,21727948,417288020,485647486,68359466
2026-06-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,12646779,8858317,429934799,494505803,64571004
2026-07-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,12646780,4289877,442581579,498795680,56214101
2026-08-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,12646780,30976253,455228359,529771933,74543574
2026-09-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,12646780,0,467875139,440881547,-26993592
2024-07-29,JED-PROJ-036,Haramain Gateway Al Bawadi Neighborhood Renewal,0,0,0,0,0
2024-08-01,JED-PROJ-036,Haramain Gateway Al Bawadi Neighborhood Renewal,16231056,11380396,16231056,11380396,-4850660
2024-09-01,JED-PROJ-036,Haramain Gateway Al Bawadi Neighborhood Renewal,16231056,24999557,32462112,36379953,3917841
2024-10-01,JED-PROJ-036,Haramain Gateway Al Bawadi Neighborhood Renewal,16193744,13917665,48655856,50297618,1641762
2024-11-01,JED-PROJ-036,Haramain Gateway Al Bawadi Neighborhood Renewal,16231056,15037047,64886912,65334665,447753
2024-12-01,JED-PROJ-036,Haramain Gateway Al Bawadi Neighborhood Renewal,16231056,21081717,81117968,86416382,5298414
2025-01-01,JED-PROJ-036,Haramain Gateway Al Bawadi Neighborhood Renewal,16231056,14813171,97349024,101229553,3880529
2025-02-01,JED-PROJ-036,Haramain Gateway Al Bawadi Neighborhood Renewal,16193744,7649118,113542768,108878671,-4664097
2025-03-01,JED-PROJ-036,Haramain Gateway Al Bawadi Neighborhood Renewal,16231056,18357884,129773824,127236555,-2537269
2025-04-01,JED-PROJ-036,Haramain Gateway Al Bawadi Neighborhood Renewal,16231056,15372863,146004880,142609418,-3395462
2025-05-01,JED-PROJ-036,Haramain Gateway Al Bawadi Neighborhood Renewal,16231056,22910042,162235936,165519460,3283524
2025-06-01,JED-PROJ-036,Haramain Gateway Al Bawadi Neighborhood Renewal,16231056,6678986,178466992,172198446,-6268546
2025-07-01,JED-PROJ-036,Haramain Gateway Al Bawadi Neighborhood Renewal,16193744,23432422,194660736,195630868,970132
2025-08-01,JED-PROJ-036,Haramain Gateway Al Bawadi Neighborhood Renewal,16231056,18805637,210891792,214436505,3544713
2025-09-01,JED-PROJ-036,Haramain Gateway Al Bawadi Neighborhood Renewal,16231056,17760880,227122848,232197385,5074537
2025-10-01,JED-PROJ-036,Haramain Gateway Al Bawadi Neighborhood Renewal,16231056,9029691,243353904,241227076,-2126828
2025-11-01,JED-PROJ-036,Haramain Gateway Al Bawadi Neighborhood Renewal,16231056,22648853,259584960,263875929,4290969
2025-12-01,JED-PROJ-036,Haramain Gateway Al Bawadi Neighborhood Renewal,16193744,6678987,275778704,270554916,-5223788
2026-01-01,JED-PROJ-036,Haramain Gateway Al Bawadi Neighborhood Renewal,16231056,26118941,292009760,296673857,4664097
2026-02-01,JED-PROJ-036,Haramain Gateway Al Bawadi Neighborhood Renewal,16231056,6567048,308240816,303240905,-4999911
2026-03-01,JED-PROJ-036,Haramain Gateway Al Bawadi Neighborhood Renewal,16231056,19850395,324471872,323091300,-1380572
2026-04-01,JED-PROJ-036,Haramain Gateway Al Bawadi Neighborhood Renewal,16193744,21566782,340665616,344658082,3992466
2026-05-01,JED-PROJ-036,Haramain Gateway Al Bawadi Neighborhood Renewal,16231056,7537180,356896672,352195262,-4701410
2026-06-01,JED-PROJ-036,Haramain Gateway Al Bawadi Neighborhood Renewal,16231056,33598081,373127728,385793343,12665615
2024-10-20,JED-PROJ-037,Northern Jeddah Al Rawabi Public Realm Improvement,0,523297,0,523297,523297
2024-11-01,JED-PROJ-037,Northern Jeddah Al Rawabi Public Realm Improvement,1543727,0,1543727,523297,-1020430
2024-12-01,JED-PROJ-037,Northern Jeddah Al Rawabi Public Realm Improvement,1543727,0,3087454,523297,-2564157
2025-01-01,JED-PROJ-037,Northern Jeddah Al Rawabi Public Realm Improvement,1543727,0,4631181,523297,-4107884
2025-02-01,JED-PROJ-037,Northern Jeddah Al Rawabi Public Realm Improvement,1543728,0,6174909,523297,-5651612
2025-03-01,JED-PROJ-037,Northern Jeddah Al Rawabi Public Realm Improvement,1543727,0,7718636,523297,-7195339
2025-04-01,JED-PROJ-037,Northern Jeddah Al Rawabi Public Realm Improvement,1543727,0,9262363,523297,-8739066
2025-05-01,JED-PROJ-037,Northern Jeddah Al Rawabi Public Realm Improvement,1543727,0,10806090,523297,-10282793
2025-06-01,JED-PROJ-037,Northern Jeddah Al Rawabi Public Realm Improvement,1543727,0,12349817,523297,-11826520
2025-07-01,JED-PROJ-037,Northern Jeddah Al Rawabi Public Realm Improvement,1543727,0,13893544,523297,-13370247
2025-08-01,JED-PROJ-037,Northern Jeddah Al Rawabi Public Realm Improvement,1543727,0,15437271,523297,-14913974
2025-09-01,JED-PROJ-037,Northern Jeddah Al Rawabi Public Realm Improvement,1543728,0,16980999,523297,-16457702
2025-10-01,JED-PROJ-037,Northern Jeddah Al Rawabi Public Realm Improvement,1550268,0,18531267,523297,-18007970
2025-11-01,JED-PROJ-037,Northern Jeddah Al Rawabi Public Realm Improvement,1543727,0,20074994,523297,-19551697
2025-12-01,JED-PROJ-037,Northern Jeddah Al Rawabi Public Realm Improvement,1543727,0,21618721,523297,-21095424
2026-01-01,JED-PROJ-037,Northern Jeddah Al Rawabi Public Realm Improvement,1543727,0,23162448,523297,-22639151
2026-02-01,JED-PROJ-037,Northern Jeddah Al Rawabi Public Realm Improvement,1543727,0,24706175,523297,-24182878
2026-03-01,JED-PROJ-037,Northern Jeddah Al Rawabi Public Realm Improvement,1543728,0,26249903,523297,-25726606
2026-04-01,JED-PROJ-037,Northern Jeddah Al Rawabi Public Realm Improvement,1543727,0,27793630,523297,-27270333
2026-05-01,JED-PROJ-037,Northern Jeddah Al Rawabi Public Realm Improvement,1543727,0,29337357,523297,-28814060
2026-06-01,JED-PROJ-037,Northern Jeddah Al Rawabi Public Realm Improvement,1543727,0,30881084,523297,-30357787
2026-07-01,JED-PROJ-037,Northern Jeddah Al Rawabi Public Realm Improvement,1543727,0,32424811,523297,-31901514
2026-08-01,JED-PROJ-037,Northern Jeddah Al Rawabi Public Realm Improvement,1543727,0,33968538,523297,-33445241
2026-09-01,JED-PROJ-037,Northern Jeddah Al Rawabi Public Realm Improvement,1543727,12223666,35512265,12746963,-22765302
2025-08-22,JED-PROJ-038,Southern Jeddah Al Naeem Mixed-Use Infrastructure Development,0,0,0,0,0
2025-09-01,JED-PROJ-038,Southern Jeddah Al Naeem Mixed-Use Infrastructure Development,1540670,156396,1540670,156396,-1384274
2025-10-01,JED-PROJ-038,Southern Jeddah Al Naeem Mixed-Use Infrastructure Development,1537343,103155,3078013,259551,-2818462
2025-11-01,JED-PROJ-038,Southern Jeddah Al Naeem Mixed-Use Infrastructure Development,1540670,0,4618683,259551,-4359132
2025-12-01,JED-PROJ-038,Southern Jeddah Al Naeem Mixed-Use Infrastructure Development,1537343,286172,6156026,545723,-5610303
2026-01-01,JED-PROJ-038,Southern Jeddah Al Naeem Mixed-Use Infrastructure Development,1540670,299483,7696696,845206,-6851490
2026-02-01,JED-PROJ-038,Southern Jeddah Al Naeem Mixed-Use Infrastructure Development,1537342,56569,9234038,901775,-8332263
2026-03-01,JED-PROJ-038,Southern Jeddah Al Naeem Mixed-Use Infrastructure Development,1540671,0,10774709,901775,-9872934
2026-04-01,JED-PROJ-038,Southern Jeddah Al Naeem Mixed-Use Infrastructure Development,1537342,0,12312051,901775,-11410276
2026-05-01,JED-PROJ-038,Southern Jeddah Al Naeem Mixed-Use Infrastructure Development,1540670,266206,13852721,1167981,-12684740
2026-06-01,JED-PROJ-038,Southern Jeddah Al Naeem Mixed-Use Infrastructure Development,1537343,0,15390064,1167981,-14222083
2026-07-01,JED-PROJ-038,Southern Jeddah Al Naeem Mixed-Use Infrastructure Development,1540670,0,16930734,1167981,-15762753
2026-08-01,JED-PROJ-038,Southern Jeddah Al Naeem Mixed-Use Infrastructure Development,1537343,119793,18468077,1287774,-17180303
2026-09-01,JED-PROJ-038,Southern Jeddah Al Naeem Mixed-Use Infrastructure Development,1540670,6505308,20008747,7793082,-12215665
2025-04-10,JED-PROJ-039,Eastern Jeddah Al Samer Public Realm Improvement,0,174031,0,174031,174031
2025-05-01,JED-PROJ-039,Eastern Jeddah Al Samer Public Realm Improvement,8303765,0,8303765,174031,-8129734
2025-06-01,JED-PROJ-039,Eastern Jeddah Al Samer Public Realm Improvement,8303764,0,16607529,174031,-16433498
2025-07-01,JED-PROJ-039,Eastern Jeddah Al Samer Public Realm Improvement,8303765,0,24911294,174031,-24737263
2025-08-01,JED-PROJ-039,Eastern Jeddah Al Samer Public Realm Improvement,8303765,0,33215059,174031,-33041028
2025-09-01,JED-PROJ-039,Eastern Jeddah Al Samer Public Realm Improvement,8303765,0,41518824,174031,-41344793
2025-10-01,JED-PROJ-039,Eastern Jeddah Al Samer Public Realm Improvement,8303764,0,49822588,174031,-49648557
2025-11-01,JED-PROJ-039,Eastern Jeddah Al Samer Public Realm Improvement,8303765,0,58126353,174031,-57952322
2025-12-01,JED-PROJ-039,Eastern Jeddah Al Samer Public Realm Improvement,8303765,0,66430118,174031,-66256087
2026-01-01,JED-PROJ-039,Eastern Jeddah Al Samer Public Realm Improvement,8303765,0,74733883,174031,-74559852
2026-02-01,JED-PROJ-039,Eastern Jeddah Al Samer Public Realm Improvement,8303764,0,83037647,174031,-82863616
2026-03-01,JED-PROJ-039,Eastern Jeddah Al Samer Public Realm Improvement,8303765,0,91341412,174031,-91167381
2026-04-01,JED-PROJ-039,Eastern Jeddah Al Samer Public Realm Improvement,8303765,0,99645177,174031,-99471146
2026-05-01,JED-PROJ-039,Eastern Jeddah Al Samer Public Realm Improvement,8303765,0,107948942,174031,-107774911
2026-06-01,JED-PROJ-039,Eastern Jeddah Al Samer Public Realm Improvement,8303764,0,116252706,174031,-116078675
2026-07-01,JED-PROJ-039,Eastern Jeddah Al Samer Public Realm Improvement,8303765,0,124556471,174031,-124382440
2026-08-01,JED-PROJ-039,Eastern Jeddah Al Samer Public Realm Improvement,8303765,0,132860236,174031,-132686205
2026-09-01,JED-PROJ-039,Eastern Jeddah Al Samer Public Realm Improvement,8303765,58131455,141164001,58305486,-82858515
2025-01-04,JED-PROJ-040,Western Jeddah Al Ruwais Urban Gateway Upgrade,0,0,0,0,0
2025-02-01,JED-PROJ-040,Western Jeddah Al Ruwais Urban Gateway Upgrade,2504964,2414785,2504964,2414785,-90179
2025-03-01,JED-PROJ-040,Western Jeddah Al Ruwais Urban Gateway Upgrade,2504964,2144249,5009928,4559034,-450894
2025-04-01,JED-PROJ-040,Western Jeddah Al Ruwais Urban Gateway Upgrade,2514983,4208339,7524911,8767373,1242462
2025-05-01,JED-PROJ-040,Western Jeddah Al Ruwais Urban Gateway Upgrade,2504964,430854,10029875,9198227,-831648
2025-06-01,JED-PROJ-040,Western Jeddah Al Ruwais Urban Gateway Upgrade,2504964,3216374,12534839,12414601,-120238
2025-07-01,JED-PROJ-040,Western Jeddah Al Ruwais Urban Gateway Upgrade,2504964,2605162,15039803,15019763,-20040
2025-08-01,JED-PROJ-040,Western Jeddah Al Ruwais Urban Gateway Upgrade,2504964,190377,17544767,15210140,-2334627
2025-09-01,JED-PROJ-040,Western Jeddah Al Ruwais Urban Gateway Upgrade,2514983,4769451,20059750,19979591,-80159
2025-10-01,JED-PROJ-040,Western Jeddah Al Ruwais Urban Gateway Upgrade,2504964,671331,22564714,20650922,-1913792
2025-11-01,JED-PROJ-040,Western Jeddah Al Ruwais Urban Gateway Upgrade,2504964,5250404,25069678,25901326,831648
2025-12-01,JED-PROJ-040,Western Jeddah Al Ruwais Urban Gateway Upgrade,2504964,0,27574642,25901326,-1673316
2026-01-01,JED-PROJ-040,Western Jeddah Al Ruwais Urban Gateway Upgrade,2504964,2875698,30079606,28777024,-1302582
2026-02-01,JED-PROJ-040,Western Jeddah Al Ruwais Urban Gateway Upgrade,2514983,1232443,32594589,30009467,-2585122
2026-03-01,JED-PROJ-040,Western Jeddah Al Ruwais Urban Gateway Upgrade,2504964,5711317,35099553,35720784,621231
2026-04-01,JED-PROJ-040,Western Jeddah Al Ruwais Urban Gateway Upgrade,2504964,641271,37604517,36362055,-1242462
2026-05-01,JED-PROJ-040,Western Jeddah Al Ruwais Urban Gateway Upgrade,2504964,2765480,40109481,39127535,-981946
2026-06-01,JED-PROJ-040,Western Jeddah Al Ruwais Urban Gateway Upgrade,2504964,511013,42614445,39638548,-2975897
2026-07-01,JED-PROJ-040,Western Jeddah Al Ruwais Urban Gateway Upgrade,2514983,4889689,45129428,44528237,-601191
2026-08-01,JED-PROJ-040,Western Jeddah Al Ruwais Urban Gateway Upgrade,2504964,480953,47634392,45009190,-2625202
2026-09-01,JED-PROJ-040,Western Jeddah Al Ruwais Urban Gateway Upgrade,2504964,9031268,50139356,54040458,3901102
2027-01-01,JED-PROJ-041,Central Jeddah Al Aziziyah Urban Gateway Upgrade,0,998547,0,998547,998547
2026-03-26,JED-PROJ-042,Corniche Al Thaghr Mixed-Use Infrastructure Development,0,0,0,0,0
2026-04-01,JED-PROJ-042,Corniche Al Thaghr Mixed-Use Infrastructure Development,2511613,4555376,2511613,4555376,2043763
2026-05-01,JED-PROJ-042,Corniche Al Thaghr Mixed-Use Infrastructure Development,2523924,5097096,5035537,9652472,4616935
2026-06-01,JED-PROJ-042,Corniche Al Thaghr Mixed-Use Infrastructure Development,2523925,2462365,7559462,12114837,4555375
2026-07-01,JED-PROJ-042,Corniche Al Thaghr Mixed-Use Infrastructure Development,2511612,7830322,10071074,19945159,9874085
2026-08-01,JED-PROJ-042,Corniche Al Thaghr Mixed-Use Infrastructure Development,2511613,3250322,12582687,23195481,10612794
2026-09-01,JED-PROJ-042,Corniche Al Thaghr Mixed-Use Infrastructure Development,2523924,0,15106611,16217465,1110854
2024-10-12,JED-PROJ-043,Airport District Al Faisaliyah Neighborhood Renewal,0,0,0,0,0
2024-11-01,JED-PROJ-043,Airport District Al Faisaliyah Neighborhood Renewal,720470,222584,720470,222584,-497886
2024-12-01,JED-PROJ-043,Airport District Al Faisaliyah Neighborhood Renewal,717542,497886,1438012,720470,-717542
2025-01-01,JED-PROJ-043,Airport District Al Faisaliyah Neighborhood Renewal,720470,0,2158482,720470,-1438012
2025-02-01,JED-PROJ-043,Airport District Al Faisaliyah Neighborhood Renewal,720470,257729,2878952,978199,-1900753
2025-03-01,JED-PROJ-043,Airport District Al Faisaliyah Neighborhood Renewal,717542,1045561,3596494,2023760,-1572734
2025-04-01,JED-PROJ-043,Airport District Al Faisaliyah Neighborhood Renewal,720470,418810,4316964,2442570,-1874394
2025-05-01,JED-PROJ-043,Airport District Al Faisaliyah Neighborhood Renewal,720470,0,5037434,2442570,-2594864
2025-06-01,JED-PROJ-043,Airport District Al Faisaliyah Neighborhood Renewal,717542,0,5754976,2442570,-3312406
2025-07-01,JED-PROJ-043,Airport District Al Faisaliyah Neighborhood Renewal,720470,664824,6475446,3107394,-3368052
2025-08-01,JED-PROJ-043,Airport District Al Faisaliyah Neighborhood Renewal,720470,82005,7195916,3189399,-4006517
2025-09-01,JED-PROJ-043,Airport District Al Faisaliyah Neighborhood Renewal,717542,0,7913458,3189399,-4724059
2025-10-01,JED-PROJ-043,Airport District Al Faisaliyah Neighborhood Renewal,720470,389522,8633928,3578921,-5055007
2025-11-01,JED-PROJ-043,Airport District Al Faisaliyah Neighborhood Renewal,717542,919625,9351470,4498546,-4852924
2025-12-01,JED-PROJ-043,Airport District Al Faisaliyah Neighborhood Renewal,720470,269444,10071940,4767990,-5303950
2026-01-01,JED-PROJ-043,Airport District Al Faisaliyah Neighborhood Renewal,720470,0,10792410,4767990,-6024420
2026-02-01,JED-PROJ-043,Airport District Al Faisaliyah Neighborhood Renewal,717542,196226,11509952,4964216,-6545736
2026-03-01,JED-PROJ-043,Airport District Al Faisaliyah Neighborhood Renewal,720470,336805,12230422,5301021,-6929401
2026-04-01,JED-PROJ-043,Airport District Al Faisaliyah Neighborhood Renewal,720470,793689,12950892,6094710,-6856182
2026-05-01,JED-PROJ-043,Airport District Al Faisaliyah Neighborhood Renewal,717542,0,13668434,6094710,-7573724
2026-06-01,JED-PROJ-043,Airport District Al Faisaliyah Neighborhood Renewal,720470,58575,14388904,6153285,-8235619
2026-07-01,JED-PROJ-043,Airport District Al Faisaliyah Neighborhood Renewal,720470,1063133,15109374,7216418,-7892956
2026-08-01,JED-PROJ-043,Airport District Al Faisaliyah Neighborhood Renewal,717542,0,15826916,7216418,-8610498
2026-09-01,JED-PROJ-043,Airport District Al Faisaliyah Neighborhood Renewal,720470,5709895,16547386,12926313,-3621073
2025-03-21,JED-PROJ-044,Obhur Al Manar Urban Regeneration,0,0,0,0,0
2025-04-01,JED-PROJ-044,Obhur Al Manar Urban Regeneration,11614083,7345659,11614083,7345659,-4268424
2025-05-01,JED-PROJ-044,Obhur Al Manar Urban Regeneration,11614083,17024062,23228166,24369721,1141555
2025-06-01,JED-PROJ-044,Obhur Al Manar Urban Regeneration,11614083,23029635,34842249,47399356,12557107
2025-07-01,JED-PROJ-044,Obhur Al Manar Urban Regeneration,11614083,16875163,46456332,64274519,17818187
2025-08-01,JED-PROJ-044,Obhur Al Manar Urban Regeneration,11663715,14046091,58120047,78320610,20200563
2025-09-01,JED-PROJ-044,Obhur Al Manar Urban Regeneration,11614083,6750066,69734130,85070676,15336546
2025-10-01,JED-PROJ-044,Obhur Al Manar Urban Regeneration,11614083,19307172,81348213,104377848,23029635
2025-11-01,JED-PROJ-044,Obhur Al Manar Urban Regeneration,11614083,6204104,92962296,110581952,17619656
2025-12-01,JED-PROJ-044,Obhur Al Manar Urban Regeneration,11614083,16081038,104576379,126662990,22086611
2026-01-01,JED-PROJ-044,Obhur Al Manar Urban Regeneration,11614083,25213479,116190462,151876469,35686007
2026-02-01,JED-PROJ-044,Obhur Al Manar Urban Regeneration,11614083,0,127804545,151876469,24071924
2026-03-01,JED-PROJ-044,Obhur Al Manar Urban Regeneration,11614083,14492787,139418628,166369256,26950628
2026-04-01,JED-PROJ-044,Obhur Al Manar Urban Regeneration,11614083,16676632,151032711,183045888,32013177
2026-05-01,JED-PROJ-044,Obhur Al Manar Urban Regeneration,11663716,11217020,162696427,194262908,31566481
2026-06-01,JED-PROJ-044,Obhur Al Manar Urban Regeneration,11614082,17272226,174310509,211535134,37224625
2026-07-01,JED-PROJ-044,Obhur Al Manar Urban Regeneration,11614083,21639915,185924592,233175049,47250457
2026-08-01,JED-PROJ-044,Obhur Al Manar Urban Regeneration,11614083,11614083,197538675,244789132,47250457
2026-09-01,JED-PROJ-044,Obhur Al Manar Urban Regeneration,11614083,103547867,209152758,348336999,139184241
2024-03-02,JED-PROJ-045,Al Balad Prince Fawaz Waterfront Enhancement,0,682687,0,682687,682687
2024-04-01,JED-PROJ-045,Al Balad Prince Fawaz Waterfront Enhancement,1527063,586871,1527063,1269558,-257505
2024-05-01,JED-PROJ-045,Al Balad Prince Fawaz Waterfront Enhancement,1527063,1431248,3054126,2700806,-353320
2024-06-01,JED-PROJ-045,Al Balad Prince Fawaz Waterfront Enhancement,1533052,1868407,4587178,4569213,-17965
2024-07-01,JED-PROJ-045,Al Balad Prince Fawaz Waterfront Enhancement,1527063,2060038,6114241,6629251,515010
2024-08-01,JED-PROJ-045,Al Balad Prince Fawaz Waterfront Enhancement,1527063,916238,7641304,7545489,-95815
2024-09-01,JED-PROJ-045,Al Balad Prince Fawaz Waterfront Enhancement,1527064,2377427,9168368,9922916,754548
