Date,Project_ID,Project_Name,Planned_Progress,Actual_Progress,Progress_Variance
2026-09-01,JED-PROJ-034,King Abdulaziz Road Obhur Boulevard Development,26.8,8.39,-18.41
2023-08-03,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,0.0,1.55,1.55
2023-09-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,2.27,3.79,1.52
2023-10-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,4.54,6.87,2.33
2023-11-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,6.81,6.87,0.06
2023-12-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,9.08,11.22,2.14
2024-01-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,11.35,14.56,3.21
2024-02-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,13.62,14.56,0.94
2024-03-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,15.89,16.62,0.73
2024-04-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,18.16,21.65,3.49
2024-05-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,20.43,23.64,3.21
2024-06-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,22.7,27.2,4.5
2024-07-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,24.97,27.27,2.3
2024-08-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,27.24,32.23,4.99
2024-09-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,29.51,32.69,3.18
2024-10-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,31.78,35.15,3.37
2024-11-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,34.05,37.75,3.7
2024-12-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,36.32,42.69,6.37
2025-01-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,38.59,44.75,6.16
2025-02-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,40.86,46.83,5.97
2025-03-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,43.12,48.84,5.72
2025-04-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,45.39,53.3,7.91
2025-05-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,47.66,54.16,6.5
2025-06-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,49.93,58.28,8.35
2025-07-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,52.2,59.52,7.32
2025-08-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,54.47,61.89,7.42
2025-09-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,56.74,64.8,8.06
2025-10-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,59.01,66.81,7.8
2025-11-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,61.28,71.02,9.74
2025-12-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,63.55,72.73,9.18
2026-01-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,65.82,74.36,8.54
2026-02-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,68.09,79.36,11.27
2026-03-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,70.36,80.1,9.74
2026-04-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,72.63,83.27,10.64
2026-05-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,74.9,87.17,12.27
2026-06-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,77.17,88.76,11.59
2026-07-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,79.44,89.53,10.09
2026-08-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,81.71,95.09,13.38
2026-09-01,JED-PROJ-035,Prince Majed Corridor Al Zahra Neighborhood Renewal,83.98,90.04,6.06
2024-07-29,JED-PROJ-036,Haramain Gateway Al Bawadi Neighborhood Renewal,0.0,0.0,0.0
2024-08-01,JED-PROJ-036,Haramain Gateway Al Bawadi Neighborhood Renewal,4.35,3.05,-1.3
2024-09-01,JED-PROJ-036,Haramain Gateway Al Bawadi Neighborhood Renewal,8.7,9.75,1.05
2024-10-01,JED-PROJ-036,Haramain Gateway Al Bawadi Neighborhood Renewal,13.04,13.48,0.44
2024-11-01,JED-PROJ-036,Haramain Gateway Al Bawadi Neighborhood Renewal,17.39,17.51,0.12
2024-12-01,JED-PROJ-036,Haramain Gateway Al Bawadi Neighborhood Renewal,21.74,23.16,1.42
2025-01-01,JED-PROJ-036,Haramain Gateway Al Bawadi Neighborhood Renewal,26.09,27.13,1.04
2025-02-01,JED-PROJ-036,Haramain Gateway Al Bawadi Neighborhood Renewal,30.43,29.18,-1.25
2025-03-01,JED-PROJ-036,Haramain Gateway Al Bawadi Neighborhood Renewal,34.78,34.1,-0.68
2025-04-01,JED-PROJ-036,Haramain Gateway Al Bawadi Neighborhood Renewal,39.13,38.22,-0.91
2025-05-01,JED-PROJ-036,Haramain Gateway Al Bawadi Neighborhood Renewal,43.48,44.36,0.88
2025-06-01,JED-PROJ-036,Haramain Gateway Al Bawadi Neighborhood Renewal,47.83,46.15,-1.68
2025-07-01,JED-PROJ-036,Haramain Gateway Al Bawadi Neighborhood Renewal,52.17,52.43,0.26
2025-08-01,JED-PROJ-036,Haramain Gateway Al Bawadi Neighborhood Renewal,56.52,57.47,0.95
2025-09-01,JED-PROJ-036,Haramain Gateway Al Bawadi Neighborhood Renewal,60.87,62.23,1.36
2025-10-01,JED-PROJ-036,Haramain Gateway Al Bawadi Neighborhood Renewal,65.22,64.65,-0.57
2025-11-01,JED-PROJ-036,Haramain Gateway Al Bawadi Neighborhood Renewal,69.57,70.72,1.15
2025-12-01,JED-PROJ-036,Haramain Gateway Al Bawadi Neighborhood Renewal,73.91,72.51,-1.4
2026-01-01,JED-PROJ-036,Haramain Gateway Al Bawadi Neighborhood Renewal,78.26,79.51,1.25
2026-02-01,JED-PROJ-036,Haramain Gateway Al Bawadi Neighborhood Renewal,82.61,81.27,-1.34
2026-03-01,JED-PROJ-036,Haramain Gateway Al Bawadi Neighborhood Renewal,86.96,86.59,-0.37
2026-04-01,JED-PROJ-036,Haramain Gateway Al Bawadi Neighborhood Renewal,91.3,92.37,1.07
2026-05-01,JED-PROJ-036,Haramain Gateway Al Bawadi Neighborhood Renewal,95.65,94.39,-1.26
2026-06-01,JED-PROJ-036,Haramain Gateway Al Bawadi Neighborhood Renewal,100.0,100.0,0.0
2024-10-20,JED-PROJ-037,Northern Jeddah Al Rawabi Public Realm Improvement,0.0,0.8,0.8
2024-11-01,JED-PROJ-037,Northern Jeddah Al Rawabi Public Realm Improvement,2.36,0.8,-1.56
2024-12-01,JED-PROJ-037,Northern Jeddah Al Rawabi Public Realm Improvement,4.72,0.8,-3.92
2025-01-01,JED-PROJ-037,Northern Jeddah Al Rawabi Public Realm Improvement,7.08,0.8,-6.28
2025-02-01,JED-PROJ-037,Northern Jeddah Al Rawabi Public Realm Improvement,9.44,0.8,-8.64
2025-03-01,JED-PROJ-037,Northern Jeddah Al Rawabi Public Realm Improvement,11.8,0.8,-11.0
2025-04-01,JED-PROJ-037,Northern Jeddah Al Rawabi Public Realm Improvement,14.16,0.8,-13.36
2025-05-01,JED-PROJ-037,Northern Jeddah Al Rawabi Public Realm Improvement,16.52,0.8,-15.72
2025-06-01,JED-PROJ-037,Northern Jeddah Al Rawabi Public Realm Improvement,18.88,0.8,-18.08
2025-07-01,JED-PROJ-037,Northern Jeddah Al Rawabi Public Realm Improvement,21.24,0.8,-20.44
2025-08-01,JED-PROJ-037,Northern Jeddah Al Rawabi Public Realm Improvement,23.6,0.8,-22.8
2025-09-01,JED-PROJ-037,Northern Jeddah Al Rawabi Public Realm Improvement,25.96,0.8,-25.16
2025-10-01,JED-PROJ-037,Northern Jeddah Al Rawabi Public Realm Improvement,28.33,0.8,-27.53
2025-11-01,JED-PROJ-037,Northern Jeddah Al Rawabi Public Realm Improvement,30.69,0.8,-29.89
2025-12-01,JED-PROJ-037,Northern Jeddah Al Rawabi Public Realm Improvement,33.05,0.8,-32.25
2026-01-01,JED-PROJ-037,Northern Jeddah Al Rawabi Public Realm Improvement,35.41,0.8,-34.61
2026-02-01,JED-PROJ-037,Northern Jeddah Al Rawabi Public Realm Improvement,37.77,0.8,-36.97
2026-03-01,JED-PROJ-037,Northern Jeddah Al Rawabi Public Realm Improvement,40.13,0.8,-39.33
2026-04-01,JED-PROJ-037,Northern Jeddah Al Rawabi Public Realm Improvement,42.49,0.8,-41.69
2026-05-01,JED-PROJ-037,Northern Jeddah Al Rawabi Public Realm Improvement,44.85,0.8,-44.05
2026-06-01,JED-PROJ-037,Northern Jeddah Al Rawabi Public Realm Improvement,47.21,0.8,-46.41
2026-07-01,JED-PROJ-037,Northern Jeddah Al Rawabi Public Realm Improvement,49.57,0.8,-48.77
2026-08-01,JED-PROJ-037,Northern Jeddah Al Rawabi Public Realm Improvement,51.93,0.8,-51.13
2026-09-01,JED-PROJ-037,Northern Jeddah Al Rawabi Public Realm Improvement,54.29,16.31,-37.98
2025-08-22,JED-PROJ-038,Southern Jeddah Al Naeem Mixed-Use Infrastructure Development,0.0,0.0,0.0
2025-09-01,JED-PROJ-038,Southern Jeddah Al Naeem Mixed-Use Infrastructure Development,4.63,0.47,-4.16
2025-10-01,JED-PROJ-038,Southern Jeddah Al Naeem Mixed-Use Infrastructure Development,9.25,0.78,-8.47
2025-11-01,JED-PROJ-038,Southern Jeddah Al Naeem Mixed-Use Infrastructure Development,13.88,0.78,-13.1
2025-12-01,JED-PROJ-038,Southern Jeddah Al Naeem Mixed-Use Infrastructure Development,18.5,1.64,-16.86
2026-01-01,JED-PROJ-038,Southern Jeddah Al Naeem Mixed-Use Infrastructure Development,23.13,2.54,-20.59
2026-02-01,JED-PROJ-038,Southern Jeddah Al Naeem Mixed-Use Infrastructure Development,27.75,2.71,-25.04
2026-03-01,JED-PROJ-038,Southern Jeddah Al Naeem Mixed-Use Infrastructure Development,32.38,2.71,-29.67
2026-04-01,JED-PROJ-038,Southern Jeddah Al Naeem Mixed-Use Infrastructure Development,37.0,2.71,-34.29
2026-05-01,JED-PROJ-038,Southern Jeddah Al Naeem Mixed-Use Infrastructure Development,41.63,3.51,-38.12
2026-06-01,JED-PROJ-038,Southern Jeddah Al Naeem Mixed-Use Infrastructure Development,46.25,3.51,-42.74
2026-07-01,JED-PROJ-038,Southern Jeddah Al Naeem Mixed-Use Infrastructure Development,50.88,3.51,-47.37
2026-08-01,JED-PROJ-038,Southern Jeddah Al Naeem Mixed-Use Infrastructure Development,55.5,3.87,-51.63
2026-09-01,JED-PROJ-038,Southern Jeddah Al Naeem Mixed-Use Infrastructure Development,60.13,31.34,-28.79
2025-04-10,JED-PROJ-039,Eastern Jeddah Al Samer Public Realm Improvement,0.0,0.07,0.07
2025-05-01,JED-PROJ-039,Eastern Jeddah Al Samer Public Realm Improvement,3.34,0.07,-3.27
2025-06-01,JED-PROJ-039,Eastern Jeddah Al Samer Public Realm Improvement,6.68,0.07,-6.61
2025-07-01,JED-PROJ-039,Eastern Jeddah Al Samer Public Realm Improvement,10.02,0.07,-9.95
2025-08-01,JED-PROJ-039,Eastern Jeddah Al Samer Public Realm Improvement,13.36,0.07,-13.29
2025-09-01,JED-PROJ-039,Eastern Jeddah Al Samer Public Realm Improvement,16.7,0.07,-16.63
2025-10-01,JED-PROJ-039,Eastern Jeddah Al Samer Public Realm Improvement,20.04,0.07,-19.97
2025-11-01,JED-PROJ-039,Eastern Jeddah Al Samer Public Realm Improvement,23.38,0.07,-23.31
2025-12-01,JED-PROJ-039,Eastern Jeddah Al Samer Public Realm Improvement,26.72,0.07,-26.65
2026-01-01,JED-PROJ-039,Eastern Jeddah Al Samer Public Realm Improvement,30.06,0.07,-29.99
2026-02-01,JED-PROJ-039,Eastern Jeddah Al Samer Public Realm Improvement,33.4,0.07,-33.33
2026-03-01,JED-PROJ-039,Eastern Jeddah Al Samer Public Realm Improvement,36.74,0.07,-36.67
2026-04-01,JED-PROJ-039,Eastern Jeddah Al Samer Public Realm Improvement,40.08,0.07,-40.01
2026-05-01,JED-PROJ-039,Eastern Jeddah Al Samer Public Realm Improvement,43.42,0.07,-43.35
2026-06-01,JED-PROJ-039,Eastern Jeddah Al Samer Public Realm Improvement,46.76,0.07,-46.69
2026-07-01,JED-PROJ-039,Eastern Jeddah Al Samer Public Realm Improvement,50.1,0.07,-50.03
2026-08-01,JED-PROJ-039,Eastern Jeddah Al Samer Public Realm Improvement,53.44,0.07,-53.37
2026-09-01,JED-PROJ-039,Eastern Jeddah Al Samer Public Realm Improvement,56.78,21.15,-35.63
2025-01-04,JED-PROJ-040,Western Jeddah Al Ruwais Urban Gateway Upgrade,0.0,0.0,0.0
2025-02-01,JED-PROJ-040,Western Jeddah Al Ruwais Urban Gateway Upgrade,2.5,2.41,-0.09
2025-03-01,JED-PROJ-040,Western Jeddah Al Ruwais Urban Gateway Upgrade,5.0,4.55,-0.45
2025-04-01,JED-PROJ-040,Western Jeddah Al Ruwais Urban Gateway Upgrade,7.51,8.75,1.24
2025-05-01,JED-PROJ-040,Western Jeddah Al Ruwais Urban Gateway Upgrade,10.01,9.18,-0.83
2025-06-01,JED-PROJ-040,Western Jeddah Al Ruwais Urban Gateway Upgrade,12.51,12.39,-0.12
2025-07-01,JED-PROJ-040,Western Jeddah Al Ruwais Urban Gateway Upgrade,15.01,14.99,-0.02
2025-08-01,JED-PROJ-040,Western Jeddah Al Ruwais Urban Gateway Upgrade,17.51,15.18,-2.33
2025-09-01,JED-PROJ-040,Western Jeddah Al Ruwais Urban Gateway Upgrade,20.02,19.94,-0.08
2025-10-01,JED-PROJ-040,Western Jeddah Al Ruwais Urban Gateway Upgrade,22.52,20.61,-1.91
2025-11-01,JED-PROJ-040,Western Jeddah Al Ruwais Urban Gateway Upgrade,25.02,25.85,0.83
2025-12-01,JED-PROJ-040,Western Jeddah Al Ruwais Urban Gateway Upgrade,27.52,25.85,-1.67
2026-01-01,JED-PROJ-040,Western Jeddah Al Ruwais Urban Gateway Upgrade,30.02,28.72,-1.3
2026-02-01,JED-PROJ-040,Western Jeddah Al Ruwais Urban Gateway Upgrade,32.53,29.95,-2.58
2026-03-01,JED-PROJ-040,Western Jeddah Al Ruwais Urban Gateway Upgrade,35.03,35.65,0.62
2026-04-01,JED-PROJ-040,Western Jeddah Al Ruwais Urban Gateway Upgrade,37.53,36.29,-1.24
2026-05-01,JED-PROJ-040,Western Jeddah Al Ruwais Urban Gateway Upgrade,40.03,39.05,-0.98
2026-06-01,JED-PROJ-040,Western Jeddah Al Ruwais Urban Gateway Upgrade,42.53,39.56,-2.97
2026-07-01,JED-PROJ-040,Western Jeddah Al Ruwais Urban Gateway Upgrade,45.04,44.44,-0.6
2026-08-01,JED-PROJ-040,Western Jeddah Al Ruwais Urban Gateway Upgrade,47.54,44.92,-2.62
2026-09-01,JED-PROJ-040,Western Jeddah Al Ruwais Urban Gateway Upgrade,50.04,49.21,-0.83
2027-01-01,JED-PROJ-041,Central Jeddah Al Aziziyah Urban Gateway Upgrade,0.0,0.0,0.0
2026-03-26,JED-PROJ-042,Corniche Al Thaghr Mixed-Use Infrastructure Development,0.0,0.0,0.0
2026-04-01,JED-PROJ-042,Corniche Al Thaghr Mixed-Use Infrastructure Development,2.04,3.7,1.66
2026-05-01,JED-PROJ-042,Corniche Al Thaghr Mixed-Use Infrastructure Development,4.09,7.84,3.75
2026-06-01,JED-PROJ-042,Corniche Al Thaghr Mixed-Use Infrastructure Development,6.14,9.84,3.7
2026-07-01,JED-PROJ-042,Corniche Al Thaghr Mixed-Use Infrastructure Development,8.18,16.2,8.02
2026-08-01,JED-PROJ-042,Corniche Al Thaghr Mixed-Use Infrastructure Development,10.22,18.84,8.62
2026-09-01,JED-PROJ-042,Corniche Al Thaghr Mixed-Use Infrastructure Development,12.27,17.54,5.27
2024-10-12,JED-PROJ-043,Airport District Al Faisaliyah Neighborhood Renewal,0.0,0.0,0.0
2024-11-01,JED-PROJ-043,Airport District Al Faisaliyah Neighborhood Renewal,2.46,0.76,-1.7
2024-12-01,JED-PROJ-043,Airport District Al Faisaliyah Neighborhood Renewal,4.91,2.46,-2.45
2025-01-01,JED-PROJ-043,Airport District Al Faisaliyah Neighborhood Renewal,7.37,2.46,-4.91
2025-02-01,JED-PROJ-043,Airport District Al Faisaliyah Neighborhood Renewal,9.83,3.34,-6.49
2025-03-01,JED-PROJ-043,Airport District Al Faisaliyah Neighborhood Renewal,12.28,6.91,-5.37
2025-04-01,JED-PROJ-043,Airport District Al Faisaliyah Neighborhood Renewal,14.74,8.34,-6.4
2025-05-01,JED-PROJ-043,Airport District Al Faisaliyah Neighborhood Renewal,17.2,8.34,-8.86
2025-06-01,JED-PROJ-043,Airport District Al Faisaliyah Neighborhood Renewal,19.65,8.34,-11.31
2025-07-01,JED-PROJ-043,Airport District Al Faisaliyah Neighborhood Renewal,22.11,10.61,-11.5
2025-08-01,JED-PROJ-043,Airport District Al Faisaliyah Neighborhood Renewal,24.57,10.89,-13.68
2025-09-01,JED-PROJ-043,Airport District Al Faisaliyah Neighborhood Renewal,27.02,10.89,-16.13
2025-10-01,JED-PROJ-043,Airport District Al Faisaliyah Neighborhood Renewal,29.48,12.22,-17.26
2025-11-01,JED-PROJ-043,Airport District Al Faisaliyah Neighborhood Renewal,31.93,15.36,-16.57
2025-12-01,JED-PROJ-043,Airport District Al Faisaliyah Neighborhood Renewal,34.39,16.28,-18.11
2026-01-01,JED-PROJ-043,Airport District Al Faisaliyah Neighborhood Renewal,36.85,16.28,-20.57
2026-02-01,JED-PROJ-043,Airport District Al Faisaliyah Neighborhood Renewal,39.3,16.95,-22.35
2026-03-01,JED-PROJ-043,Airport District Al Faisaliyah Neighborhood Renewal,41.76,18.1,-23.66
2026-04-01,JED-PROJ-043,Airport District Al Faisaliyah Neighborhood Renewal,44.22,20.81,-23.41
2026-05-01,JED-PROJ-043,Airport District Al Faisaliyah Neighborhood Renewal,46.67,20.81,-25.86
2026-06-01,JED-PROJ-043,Airport District Al Faisaliyah Neighborhood Renewal,49.13,21.01,-28.12
2026-07-01,JED-PROJ-043,Airport District Al Faisaliyah Neighborhood Renewal,51.59,24.64,-26.95
2026-08-01,JED-PROJ-043,Airport District Al Faisaliyah Neighborhood Renewal,54.04,24.64,-29.4
2026-09-01,JED-PROJ-043,Airport District Al Faisaliyah Neighborhood Renewal,56.5,41.15,-15.35
2025-03-21,JED-PROJ-044,Obhur Al Manar Urban Regeneration,0.0,0.0,0.0
2025-04-01,JED-PROJ-044,Obhur Al Manar Urban Regeneration,2.34,1.48,-0.86
2025-05-01,JED-PROJ-044,Obhur Al Manar Urban Regeneration,4.68,4.91,0.23
2025-06-01,JED-PROJ-044,Obhur Al Manar Urban Regeneration,7.02,9.55,2.53
2025-07-01,JED-PROJ-044,Obhur Al Manar Urban Regeneration,9.36,12.95,3.59
2025-08-01,JED-PROJ-044,Obhur Al Manar Urban Regeneration,11.71,15.78,4.07
2025-09-01,JED-PROJ-044,Obhur Al Manar Urban Regeneration,14.05,17.14,3.09
2025-10-01,JED-PROJ-044,Obhur Al Manar Urban Regeneration,16.39,21.03,4.64
2025-11-01,JED-PROJ-044,Obhur Al Manar Urban Regeneration,18.73,22.28,3.55
2025-12-01,JED-PROJ-044,Obhur Al Manar Urban Regeneration,21.07,25.52,4.45
2026-01-01,JED-PROJ-044,Obhur Al Manar Urban Regeneration,23.41,30.6,7.19
2026-02-01,JED-PROJ-044,Obhur Al Manar Urban Regeneration,25.75,30.6,4.85
2026-03-01,JED-PROJ-044,Obhur Al Manar Urban Regeneration,28.09,33.52,5.43
2026-04-01,JED-PROJ-044,Obhur Al Manar Urban Regeneration,30.43,36.88,6.45
2026-05-01,JED-PROJ-044,Obhur Al Manar Urban Regeneration,32.78,39.14,6.36
2026-06-01,JED-PROJ-044,Obhur Al Manar Urban Regeneration,35.12,42.62,7.5
2026-07-01,JED-PROJ-044,Obhur Al Manar Urban Regeneration,37.46,46.98,9.52
2026-08-01,JED-PROJ-044,Obhur Al Manar Urban Regeneration,39.8,49.32,9.52
2026-09-01,JED-PROJ-044,Obhur Al Manar Urban Regeneration,42.14,47.33,5.19
2024-03-02,JED-PROJ-045,Al Balad Prince Fawaz Waterfront Enhancement,0.0,1.14,1.14
2024-04-01,JED-PROJ-045,Al Balad Prince Fawaz Waterfront Enhancement,2.55,2.12,-0.43
2024-05-01,JED-PROJ-045,Al Balad Prince Fawaz Waterfront Enhancement,5.1,4.51,-0.59
2024-06-01,JED-PROJ-045,Al Balad Prince Fawaz Waterfront Enhancement,7.66,7.63,-0.03
2024-07-01,JED-PROJ-045,Al Balad Prince Fawaz Waterfront Enhancement,10.21,11.07,0.86
2024-08-01,JED-PROJ-045,Al Balad Prince Fawaz Waterfront Enhancement,12.76,12.6,-0.16
2024-09-01,JED-PROJ-045,Al Balad Prince Fawaz Waterfront Enhancement,15.31,16.57,1.26
2024-10-01,JED-PROJ-045,Al Balad Prince Fawaz Waterfront Enhancement,17.87,18.48,0.61
2024-11-01,JED-PROJ-045,Al Balad Prince Fawaz Waterfront Enhancement,20.42,21.68,1.26
2024-12-01,JED-PROJ-045,Al Balad Prince Fawaz Waterfront Enhancement,22.97,23.95,0.98
2025-01-01,JED-PROJ-045,Al Balad Prince Fawaz Waterfront Enhancement,25.52,26.13,0.61
2025-02-01,JED-PROJ-045,Al Balad Prince Fawaz Waterfront Enhancement,28.08,31.17,3.09
2025-03-01,JED-PROJ-045,Al Balad Prince Fawaz Waterfront Enhancement,30.63,33.19,2.56
2025-04-01,JED-PROJ-045,Al Balad Prince Fawaz Waterfront Enhancement,33.18,33.64,0.46
2025-05-01,JED-PROJ-045,Al Balad Prince Fawaz Waterfront Enhancement,35.73,38.94,3.21
2025-06-01,JED-PROJ-045,Al Balad Prince Fawaz Waterfront Enhancement,38.28,40.26,1.98
2025-07-01,JED-PROJ-045,Al Balad Prince Fawaz Waterfront Enhancement,40.84,44.41,3.57
2025-08-01,JED-PROJ-045,Al Balad Prince Fawaz Waterfront Enhancement,43.39,46.76,3.37
2025-09-01,JED-PROJ-045,Al Balad Prince Fawaz Waterfront Enhancement,45.94,48.1,2.16
2025-10-01,JED-PROJ-045,Al Balad Prince Fawaz Waterfront Enhancement,48.49,49.33,0.84
2025-11-01,JED-PROJ-045,Al Balad Prince Fawaz Waterfront Enhancement,51.05,52.91,1.86
2025-12-01,JED-PROJ-045,Al Balad Prince Fawaz Waterfront Enhancement,53.6,56.58,2.98
2026-01-01,JED-PROJ-045,Al Balad Prince Fawaz Waterfront Enhancement,56.15,59.59,3.44
2026-02-01,JED-PROJ-045,Al Balad Prince Fawaz Waterfront Enhancement,58.7,60.93,2.23
2026-03-01,JED-PROJ-045,Al Balad Prince Fawaz Waterfront Enhancement,61.26,63.19,1.93
2026-04-01,JED-PROJ-045,Al Balad Prince Fawaz Waterfront Enhancement,63.81,68.38,4.57
2026-05-01,JED-PROJ-045,Al Balad Prince Fawaz Waterfront Enhancement,66.36,71.61,5.25
2026-06-01,JED-PROJ-045,Al Balad Prince Fawaz Waterfront Enhancement,68.91,72.64,3.73
2026-07-01,JED-PROJ-045,Al Balad Prince Fawaz Waterfront Enhancement,71.47,74.05,2.58
2026-08-01,JED-PROJ-045,Al Balad Prince Fawaz Waterfront Enhancement,74.02,77.1,3.08
2026-09-01,JED-PROJ-045,Al Balad Prince Fawaz Waterfront Enhancement,76.57,78.59,2.02
2027-04-03,JED-PROJ-046,King Abdulaziz Road Al Safa Waterfront Enhancement,0.0,0.0,0.0
2027-08-09,JED-PROJ-047,Prince Majed Corridor Al Hamdaniyah Urban Gateway Upgrade,0.0,0.0,0.0
2025-01-16,JED-PROJ-048,Haramain Gateway Al Jamiah District Revitalization,0.0,0.2,0.2
2025-02-01,JED-PROJ-048,Haramain Gateway Al Jamiah District Revitalization,2.24,0.2,-2.04
2025-03-01,JED-PROJ-048,Haramain Gateway Al Jamiah District Revitalization,4.47,0.4,-4.07
2025-04-01,JED-PROJ-048,Haramain Gateway Al Jamiah District Revitalization,6.71,0.4,-6.31
2025-05-01,JED-PROJ-048,Haramain Gateway Al Jamiah District Revitalization,8.94,0.4,-8.54
2025-06-01,JED-PROJ-048,Haramain Gateway Al Jamiah District Revitalization,11.18,0.4,-10.78
2025-07-01,JED-PROJ-048,Haramain Gateway Al Jamiah District Revitalization,13.41,0.4,-13.01
2025-08-01,JED-PROJ-048,Haramain Gateway Al Jamiah District Revitalization,15.65,0.4,-15.25
2025-09-01,JED-PROJ-048,Haramain Gateway Al Jamiah District Revitalization,17.88,0.4,-17.48
2025-10-01,JED-PROJ-048,Haramain Gateway Al Jamiah District Revitalization,20.12,0.4,-19.72
2025-11-01,JED-PROJ-048,Haramain Gateway Al Jamiah District Revitalization,22.35,0.4,-21.95
2025-12-01,JED-PROJ-048,Haramain Gateway Al Jamiah District Revitalization,24.59,0.4,-24.19
2026-01-01,JED-PROJ-048,Haramain Gateway Al Jamiah District Revitalization,26.82,0.4,-26.42
2026-02-01,JED-PROJ-048,Haramain Gateway Al Jamiah District Revitalization,29.06,0.4,-28.66
2026-03-01,JED-PROJ-048,Haramain Gateway Al Jamiah District Revitalization,31.29,0.4,-30.89
2026-04-01,JED-PROJ-048,Haramain Gateway Al Jamiah District Revitalization,33.53,0.4,-33.13
2026-05-01,JED-PROJ-048,Haramain Gateway Al Jamiah District Revitalization,35.76,0.4,-35.36
2026-06-01,JED-PROJ-048,Haramain Gateway Al Jamiah District Revitalization,38.0,0.4,-37.6
2026-07-01,JED-PROJ-048,Haramain Gateway Al Jamiah District Revitalization,40.23,0.4,-39.83
2026-08-01,JED-PROJ-048,Haramain Gateway Al Jamiah District Revitalization,42.46,0.4,-42.06
2026-09-01,JED-PROJ-048,Haramain Gateway Al Jamiah District Revitalization,44.7,18.39,-26.31
2025-09-27,JED-PROJ-049,Northern Jeddah Al Hamra Urban Gateway Upgrade,0.0,0.0,0.0
2025-10-01,JED-PROJ-049,Northern Jeddah Al Hamra Urban Gateway Upgrade,3.34,3.98,0.64
2025-11-01,JED-PROJ-049,Northern Jeddah Al Hamra Urban Gateway Upgrade,6.69,8.0,1.31
2025-12-01,JED-PROJ-049,Northern Jeddah Al Hamra Urban Gateway Upgrade,10.03,12.62,2.59
2026-01-01,JED-PROJ-049,Northern Jeddah Al Hamra Urban Gateway Upgrade,13.37,18.31,4.94
2026-02-01,JED-PROJ-049,Northern Jeddah Al Hamra Urban Gateway Upgrade,16.72,21.17,4.45
2026-03-01,JED-PROJ-049,Northern Jeddah Al Hamra Urban Gateway Upgrade,20.06,26.52,6.46
2026-04-01,JED-PROJ-049,Northern Jeddah Al Hamra Urban Gateway Upgrade,23.4,30.57,7.17
2026-05-01,JED-PROJ-049,Northern Jeddah Al Hamra Urban Gateway Upgrade,26.75,35.63,8.88
2026-06-01,JED-PROJ-049,Northern Jeddah Al Hamra Urban Gateway Upgrade,30.09,40.99,10.9
2026-07-01,JED-PROJ-049,Northern Jeddah Al Hamra Urban Gateway Upgrade,33.43,44.64,11.21
